time_s,coil,emf_mV
3.243650,2,-112.5940
3.245100,1,-203.5620
3.246550,2,-116.2970
3.248000,1,-201.1090
3.249450,2,-119.3280
3.250900,1,-197.6560
3.252350,2,-121.4370
3.253800,1,-193.3440
3.255250,2,-123.6870
3.256700,1,-189.1720
3.258150,2,-125.9530
3.259600,1,-184.3280
3.261050,2,-127.3910
3.262500,1,-178.4370
3.263950,2,-128.9060
3.265400,1,-172.4530
3.266850,2,-129.2190
3.268300,1,-166.1410
3.269750,2,-129.5940
3.271200,1,-158.7190
3.272650,2,-129.9220
3.274100,1,-151.3440
3.275550,2,-129.9370
3.277000,1,-143.0000
3.278450,2,-128.7970
3.279900,1,-134.0780
3.281350,2,-126.7810
3.282800,1,-125.7500
3.284250,2,-125.3750
3.285700,1,-116.2970
3.287150,2,-123.7190
3.288600,1,-106.4690
3.290050,2,-121.4690
3.291500,1,-96.2810
3.292950,2,-118.9370
3.294400,1,-86.5310
3.295850,2,-115.7970
3.297300,1,-75.6720
3.298750,2,-112.3750
3.300200,1,-64.6560
3.301650,2,-108.9530
3.303100,1,-53.4370
3.304550,2,-104.7190
3.306000,1,-42.2340
3.307450,2,-100.5940
3.308900,1,-31.2030
3.310350,2,-95.6090
3.311800,1,-20.0000
3.313250,2,-90.2970
3.314700,1,-8.1410
3.316150,2,-85.5470
3.317600,1,3.0470
3.319050,2,-79.7500
3.320500,1,14.9220
3.321950,2,-73.8910
3.323400,1,26.3280
3.324850,2,-67.8120
3.326300,1,37.3750
3.327750,2,-62.0000
3.329200,1,48.9690
3.330650,2,-55.0780
3.332100,1,59.7810
3.333550,2,-48.4530
3.335000,1,70.7500
3.336450,2,-42.2660
3.337900,1,81.3910
3.339350,2,-35.5160
3.340800,1,91.7970
3.342250,2,-28.2340
3.343700,1,102.2810
3.345150,2,-21.3120
3.346600,1,112.0000
3.348050,2,-14.2970
3.349500,1,121.6720
3.350950,2,-7.7340
3.352400,1,131.3750
3.353850,2,-0.3120
3.355300,1,139.5940
3.356750,2,6.9690
3.358200,1,147.9690
3.359650,2,14.2660
3.361100,1,155.9220
3.362550,2,21.3750
3.364000,1,163.2030
3.365450,2,28.1560
3.366900,1,170.2810
3.368350,2,34.7340
3.369800,1,176.8590
3.371250,2,41.7970
3.372700,1,182.8910
3.374150,2,48.2190
3.375600,1,187.6720
3.377050,2,55.3130
3.378500,1,193.1250
3.379950,2,61.1560
3.381400,1,197.2810
3.382850,2,67.5310
3.384300,1,200.2970
3.385750,2,73.5780
3.387200,1,203.8750
3.388650,2,79.7030
3.390100,1,206.1880
3.391550,2,84.5780
3.393000,1,208.4060
3.394450,2,89.9840
3.395900,1,209.3130
3.397350,2,94.8590
3.398800,1,209.4690
3.400250,2,99.3590
3.401700,1,209.9530
3.403150,2,103.8130
3.404600,1,208.8130
3.406050,2,108.0160
3.407500,1,207.0940
3.408950,2,111.7500
3.410400,1,204.9380
3.411850,2,115.2340
3.413300,1,202.7190
3.414750,2,118.0780
3.416200,1,199.4380
3.417650,2,121.0000
3.419100,1,195.3910
3.420550,2,122.7340
3.422000,1,190.6410
3.423450,2,125.1250
3.424900,1,186.4530
3.426350,2,127.1560
3.427800,1,180.6880
3.429250,2,128.2500
3.430700,1,174.7190
3.432150,2,128.3750
3.433600,1,167.7190
3.435050,2,128.8910
3.436500,1,160.5780
3.437950,2,129.5000
3.439400,1,153.4060
3.440850,2,128.5000
3.442300,1,145.0310
3.443750,2,127.6090
3.445200,1,136.0780
3.446650,2,126.9060
3.448100,1,127.2030
3.449550,2,125.1090
3.451000,1,117.8910
3.452450,2,122.9060
3.453900,1,108.5000
3.455350,2,121.0000
3.456800,1,98.9530
3.458250,2,117.8440
3.459700,1,88.7190
3.461150,2,115.4530
3.462600,1,77.7970
3.464050,2,111.5940
3.465500,1,67.1720
3.466950,2,108.3440
3.468400,1,55.4840
3.469850,2,103.7500
3.471300,1,45.1250
3.472750,2,99.5310
3.474200,1,33.4220
3.475650,2,94.7660
3.477100,1,22.2810
3.478550,2,89.9380
3.480000,1,10.7340
3.481450,2,84.6880
3.482900,1,-0.7190
3.484350,2,79.1410
3.485800,1,-12.2810
3.487250,2,73.4380
3.488700,1,-23.3750
3.490150,2,67.3750
3.491600,1,-35.2810
3.493050,2,61.3590
3.494500,1,-46.7810
3.495950,2,54.9690
3.497400,1,-57.5620
3.498850,2,48.5630
3.500300,1,-68.4220
3.501750,2,42.1250
3.503200,1,-78.5000
3.504650,2,35.0780
3.506100,1,-89.4690
3.507550,2,27.7190
3.509000,1,-99.4060
3.510450,2,20.9380
3.511900,1,-109.4530
3.513350,2,13.7810
3.514800,1,-119.5620
3.516250,2,6.9530
3.517700,1,-128.2660
3.519150,2,-0.2810
3.520600,1,-137.0310
3.522050,2,-6.9690
3.523500,1,-145.5940
3.524950,2,-14.7810
3.526400,1,-153.9220
3.527850,2,-21.4060
3.529300,1,-160.7810
3.530750,2,-28.0780
3.532200,1,-168.2030
3.533650,2,-34.9530
3.535100,1,-174.6410
3.536550,2,-42.2190
3.538000,1,-180.8280
3.539450,2,-49.2500
3.540900,1,-186.5780
3.542350,2,-55.0620
3.543800,1,-191.3120
3.545250,2,-60.9840
3.546700,1,-194.8590
3.548150,2,-68.2500
3.549600,1,-199.0940
3.551050,2,-73.7030
3.552500,1,-201.8440
3.553950,2,-79.7660
3.555400,1,-204.6090
3.556850,2,-84.8280
3.558300,1,-206.1250
3.559750,2,-89.9220
3.561200,1,-207.2810
3.562650,2,-95.1560
3.564100,1,-208.0470
3.565550,2,-99.7970
3.567000,1,-207.6410
3.568450,2,-104.4370
3.569900,1,-207.4840
3.571350,2,-108.1090
3.572800,1,-205.7970
3.574250,2,-112.3590
3.575700,1,-203.9060
3.577150,2,-115.5000
3.578600,1,-201.3910
3.580050,2,-119.0620
3.581500,1,-198.3440
3.582950,2,-120.9840
3.584400,1,-193.7660
3.585850,2,-123.8120
3.587300,1,-189.9220
3.588750,2,-125.8910
3.590200,1,-185.0620
3.591650,2,-127.8590
3.593100,1,-179.4690
3.594550,2,-128.4840
3.596000,1,-173.8910
3.597450,2,-129.3280
3.598900,1,-167.4220
3.600350,2,-129.4220
3.601800,1,-159.4690
3.603250,2,-129.8280
3.604700,1,-151.7970
3.606150,2,-129.2500
3.607600,1,-144.1410
3.609050,2,-128.4840
3.610500,1,-135.8280
3.611950,2,-127.2340
3.613400,1,-126.4060
3.614850,2,-126.2970
3.616300,1,-117.8440
3.617750,2,-124.3280
3.619200,1,-108.1410
3.620650,2,-122.3120
3.622100,1,-98.3280
3.623550,2,-119.1720
3.625000,1,-87.5470
3.626450,2,-116.0780
3.627900,1,-77.2030
3.629350,2,-112.9220
3.630800,1,-66.5780
3.632250,2,-109.5620
3.633700,1,-54.9370
3.635150,2,-105.4840
3.636600,1,-43.5620
3.638050,2,-100.7340
3.639500,1,-32.3120
3.640950,2,-96.1090
3.642400,1,-21.7030
3.643850,2,-91.4840
3.645300,1,-9.9060
3.646750,2,-85.5780
3.648200,1,1.9220
3.649650,2,-80.6720
3.651100,1,13.0160
3.652550,2,-75.0940
3.654000,1,24.5940
3.655450,2,-68.7190
3.656900,1,35.3750
3.658350,2,-62.4370
3.659800,1,46.7970
3.661250,2,-56.5940
3.662700,1,58.2660
3.664150,2,-49.7660
3.665600,1,69.4060
3.667050,2,-43.1250
3.668500,1,79.8750
3.669950,2,-36.8440
3.671400,1,90.0470
3.672850,2,-29.4370
3.674300,1,100.7500
3.675750,2,-22.1720
3.677200,1,110.6250
3.678650,2,-15.3590
3.680100,1,120.6410
3.681550,2,-8.9220
3.683000,1,129.3440
3.684450,2,-1.2660
3.685900,1,138.7190
3.687350,2,5.7970
3.688800,1,146.5310
3.690250,2,13.0780
3.691700,1,154.9840
3.693150,2,19.5630
3.694600,1,162.1720
3.696050,2,27.1250
3.697500,1,169.2500
3.698950,2,34.1880
3.700400,1,175.9690
3.701850,2,40.9530
3.703300,1,181.7970
3.704750,2,47.6560
3.706200,1,187.1250
3.707650,2,54.2810
3.709100,1,192.2810
3.710550,2,60.2810
3.712000,1,196.0940
3.713450,2,66.5630
3.714900,1,200.5160
3.716350,2,72.5630
3.717800,1,203.3910
3.719250,2,78.2810
3.720700,1,205.5470
3.722150,2,84.3750
3.723600,1,208.0000
3.725050,2,89.1410
3.726500,1,208.9220
3.727950,2,94.1250
3.729400,1,209.8440
3.730850,2,98.7970
3.732300,1,208.8910
3.733750,2,103.1250
3.735200,1,208.9060
3.736650,2,107.8440
3.738100,1,207.8440
3.739550,2,111.1090
3.741000,1,205.4060
3.742450,2,114.6410
3.743900,1,203.1090
3.745350,2,117.5470
3.746800,1,200.3440
3.748250,2,120.4220
3.749700,1,196.4060
3.751150,2,123.0160
3.752600,1,192.2190
3.754050,2,124.8440
3.755500,1,187.2030
3.756950,2,126.7660
3.758400,1,181.4220
3.759850,2,127.5000
3.761300,1,175.7660
3.762750,2,128.6090
3.764200,1,169.5160
3.765650,2,129.2810
3.767100,1,161.9380
3.768550,2,128.9840
3.770000,1,154.5310
3.771450,2,128.8910
3.772900,1,146.2660
3.774350,2,127.8440
3.775800,1,138.0470
3.777250,2,127.0630
3.778700,1,129.1090
3.780150,2,125.1720
3.781600,1,119.7190
3.783050,2,123.3750
3.784500,1,110.6250
3.785950,2,121.4220
3.787400,1,99.7810
3.788850,2,118.7340
3.790300,1,90.1090
3.791750,2,115.8130
3.793200,1,79.3910
3.794650,2,112.1880
3.796100,1,68.1880
3.797550,2,108.3750
3.799000,1,57.2810
3.800450,2,104.1560
3.801900,1,46.7340
3.803350,2,100.0940
3.804800,1,35.2030
3.806250,2,95.5940
3.807700,1,24.4380
3.809150,2,90.6090
3.810600,1,12.6720
3.812050,2,85.4220
3.813500,1,1.2660
3.814950,2,80.4530
3.816400,1,-10.7660
3.817850,2,74.4060
3.819300,1,-21.9840
3.820750,2,68.7970
3.822200,1,-32.8910
3.823650,2,62.4530
3.825100,1,-44.4530
3.826550,2,55.7970
3.828000,1,-55.6090
3.829450,2,49.6410
3.830900,1,-66.5470
3.832350,2,42.8280
3.833800,1,-77.4690
3.835250,2,36.2970
3.836700,1,-87.8280
3.838150,2,29.3440
3.839600,1,-98.0470
3.841050,2,22.6090
3.842500,1,-108.7810
3.843950,2,15.3280
3.845400,1,-117.6870
3.846850,2,8.6250
3.848300,1,-127.4530
3.849750,2,1.0470
3.851200,1,-136.0000
3.852650,2,-6.1090
3.854100,1,-144.9840
3.855550,2,-12.9690
3.857000,1,-152.4530
3.858450,2,-20.2030
3.859900,1,-160.0310
3.861350,2,-27.0310
3.862800,1,-167.3910
3.864250,2,-34.2030
3.865700,1,-173.7340
3.867150,2,-41.0160
3.868600,1,-179.4530
3.870050,2,-47.6090
3.871500,1,-185.2190
3.872950,2,-54.6250
3.874400,1,-189.8120
3.875850,2,-60.9370
3.877300,1,-194.7660
3.878750,2,-66.9370
3.880200,1,-198.4220
3.881650,2,-72.8120
3.883100,1,-201.7500
3.884550,2,-78.4690
3.886000,1,-204.0620
3.887450,2,-84.2660
3.888900,1,-205.5620
3.890350,2,-89.4370
3.891800,1,-207.4840
3.893250,2,-94.7660
3.894700,1,-207.5780
3.896150,2,-99.4840
3.897600,1,-207.5940
3.899050,2,-103.8910
3.900500,1,-207.3440
3.901950,2,-107.9370
3.903400,1,-206.5160
3.904850,2,-111.5470
3.906300,1,-203.8750
3.907750,2,-115.0940
3.909200,1,-201.7660
3.910650,2,-118.1870
3.912100,1,-198.4530
3.913550,2,-121.2030
3.915000,1,-195.0000
3.916450,2,-123.7340
3.917900,1,-190.7970
3.919350,2,-125.7340
3.920800,1,-185.5000
3.922250,2,-127.0620
3.923700,1,-179.9690
3.925150,2,-128.2810
3.926600,1,-174.6870
3.928050,2,-129.3750
3.929500,1,-167.8440
3.930950,2,-129.9840
3.932400,1,-161.2340
3.933850,2,-130.0160
3.935300,1,-152.8440
3.936750,2,-129.5000
3.938200,1,-145.6720
3.939650,2,-129.0780
3.941100,1,-137.1250
3.942550,2,-127.7970
3.944000,1,-127.5310
3.945450,2,-126.4370
3.946900,1,-119.0780
3.948350,2,-124.6090
3.949800,1,-109.2660
3.951250,2,-122.2970
3.952700,1,-99.0780
3.954150,2,-119.4060
3.955600,1,-89.3440
3.957050,2,-116.7030
3.958500,1,-78.4690
3.959950,2,-113.2970
3.961400,1,-67.9060
3.962850,2,-109.5160
3.964300,1,-56.8590
3.965750,2,-105.9530
3.967200,1,-45.6410
3.968650,2,-101.5620
3.970100,1,-34.9840
3.971550,2,-96.8750
3.973000,1,-23.3280
3.974450,2,-91.8120
3.975900,1,-11.6720
3.977350,2,-86.5000
3.978800,1,-0.3440
3.980250,2,-81.1410
3.981700,1,11.2810
3.983150,2,-75.7810
3.984600,1,22.5470
3.986050,2,-70.0310
3.987500,1,34.2340
3.988950,2,-63.4690
3.990400,1,45.1560
3.991850,2,-57.3120
3.993300,1,56.3440
3.994750,2,-51.0160
3.996200,1,67.3910
3.997650,2,-44.2970
3.999100,1,78.2660
4.000550,2,-37.4060
4.002000,1,88.9060
4.003450,2,-30.7500
4.004900,1,98.9530
4.006350,2,-23.7660
4.007800,1,109.1560
4.009250,2,-16.7970
4.010700,1,118.4690
4.012150,2,-9.1560
4.013600,1,127.9840
4.015050,2,-2.2970
4.016500,1,136.8440
4.017950,2,5.0630
4.019400,1,145.3750
4.020850,2,12.0160
4.022300,1,153.6720
4.023750,2,19.0630
4.025200,1,160.9220
4.026650,2,25.8440
4.028100,1,168.4060
4.029550,2,33.6090
4.031000,1,175.1090
4.032450,2,39.3910
4.033900,1,180.8280
4.035350,2,46.7660
4.036800,1,186.7030
4.038250,2,52.9220
4.039700,1,191.4690
4.041150,2,59.3750
4.042600,1,196.3280
4.044050,2,65.7340
4.045500,1,199.5470
4.046950,2,72.0000
4.048400,1,202.9380
4.049850,2,77.2660
4.051300,1,205.5470
4.052750,2,82.3750
4.054200,1,207.1880
4.055650,2,88.1410
4.057100,1,208.8130
4.058550,2,93.6410
4.060000,1,209.2970
4.061450,2,98.3910
4.062900,1,209.6250
4.064350,2,102.6090
4.065800,1,208.9690
4.067250,2,106.8590
4.068700,1,207.5470
4.070150,2,110.7660
4.071600,1,206.0780
4.073050,2,113.8750
4.074500,1,203.4380
4.075950,2,117.5470
4.077400,1,200.6090
4.078850,2,119.8750
4.080300,1,196.7500
4.081750,2,122.4690
4.083200,1,192.2970
4.084650,2,124.8910
4.086100,1,187.8130
4.087550,2,126.1410
4.089000,1,182.3590
4.090450,2,127.6880
4.091900,1,176.7660
4.093350,2,128.4220
4.094800,1,169.7340
4.096250,2,128.6720
4.097700,1,162.6880
4.099150,2,128.9060
4.100600,1,155.7340
4.102050,2,129.0940
4.103500,1,147.6880
4.104950,2,128.0000
4.106400,1,139.0940
4.107850,2,127.2810
4.109300,1,130.3280
4.110750,2,125.9380
4.112200,1,121.1250
4.113650,2,123.9060
4.115100,1,111.8910
4.116550,2,122.0000
4.118000,1,101.9060
4.119450,2,118.8910
4.120900,1,91.1250
4.122350,2,116.2190
4.123800,1,81.1250
4.125250,2,112.8910
4.126700,1,70.2190
4.128150,2,109.2030
4.129600,1,59.4060
4.131050,2,105.1720
4.132500,1,48.2660
4.133950,2,101.3910
4.135400,1,36.7810
4.136850,2,96.3750
4.138300,1,25.5630
4.139750,2,91.8590
4.141200,1,14.3750
4.142650,2,85.9220
4.144100,1,3.0940
4.145550,2,80.8910
4.147000,1,-8.9690
4.148450,2,75.3750
4.149900,1,-20.7660
4.151350,2,69.4060
4.152800,1,-31.4840
4.154250,2,63.6250
4.155700,1,-42.7660
4.157150,2,56.4690
4.158600,1,-54.1410
4.160050,2,50.2810
4.161500,1,-65.1090
4.162950,2,44.0000
4.164400,1,-75.6720
4.165850,2,36.9220
4.167300,1,-86.4530
4.168750,2,30.4690
4.170200,1,-96.8120
4.171650,2,23.1560
4.173100,1,-107.3910
4.174550,2,16.2970
4.176000,1,-116.6410
4.177450,2,9.0000
4.178900,1,-125.9060
4.180350,2,1.6250
4.181800,1,-134.7030
4.183250,2,-5.3590
4.184700,1,-143.2660
4.186150,2,-12.1560
4.187600,1,-151.4840
4.189050,2,-19.2030
4.190500,1,-159.2970
4.191950,2,-26.1870
4.193400,1,-165.8440
4.194850,2,-33.8590
4.196300,1,-173.0620
4.197750,2,-39.7810
4.199200,1,-178.9840
4.200650,2,-46.9690
4.202100,1,-184.5620
4.203550,2,-53.3910
4.205000,1,-189.4370
4.206450,2,-59.6870
4.207900,1,-194.0000
4.209350,2,-66.0470
4.210800,1,-198.2810
4.212250,2,-72.1560
4.213700,1,-201.1250
4.215150,2,-77.6720
4.216600,1,-203.4690
4.218050,2,-83.6560
4.219500,1,-205.5940
4.220950,2,-88.7660
4.222400,1,-206.8750
4.223850,2,-93.6720
4.225300,1,-207.8280
4.226750,2,-98.8910
4.228200,1,-207.7810
4.229650,2,-103.7970
4.231100,1,-207.3440
4.232550,2,-107.5160
4.234000,1,-206.2190
4.235450,2,-111.2340
4.236900,1,-204.7030
4.238350,2,-114.9060
4.239800,1,-201.7660
4.241250,2,-118.0780
4.242700,1,-199.4060
4.244150,2,-120.7810
4.245600,1,-195.2660
4.247050,2,-123.0310
4.248500,1,-191.1720
4.249950,2,-125.2500
4.251400,1,-186.6560
4.252850,2,-126.5940
4.254300,1,-181.4220
4.255750,2,-127.8440
4.257200,1,-175.1560
4.258650,2,-129.1560
4.260100,1,-168.7340
4.261550,2,-129.7660
4.263000,1,-162.4530
4.264450,2,-129.9220
4.265900,1,-154.3910
4.267350,2,-129.4690
4.268800,1,-146.4840
4.270250,2,-129.4370
4.271700,1,-138.2190
4.273150,2,-127.8120
4.274600,1,-129.1720
4.276050,2,-126.3590
4.277500,1,-119.9370
4.278950,2,-124.6410
4.280400,1,-111.0000
4.281850,2,-122.9370
4.283300,1,-100.9840
4.284750,2,-119.8910
4.286200,1,-90.4370
4.287650,2,-116.9060
4.289100,1,-80.2190
4.290550,2,-114.1090
4.292000,1,-69.5780
4.293450,2,-110.6090
4.294900,1,-58.3910
4.296350,2,-105.8280
4.297800,1,-47.5620
4.299250,2,-102.2660
4.300700,1,-36.0940
4.302150,2,-97.3280
4.303600,1,-24.6090
4.305050,2,-92.7660
4.306500,1,-13.6250
4.307950,2,-87.4220
4.309400,1,-1.6410
4.310850,2,-82.2500
4.312300,1,9.7030
4.313750,2,-76.6870
4.315200,1,20.7500
4.316650,2,-70.9220
4.318100,1,32.2660
4.319550,2,-64.7810
4.321000,1,43.5160
4.322450,2,-58.3440
4.323900,1,54.4380
4.325350,2,-51.9840
4.326800,1,65.8910
4.328250,2,-45.2190
4.329700,1,76.5470
4.331150,2,-38.9220
4.332600,1,87.8590
4.334050,2,-31.5000
4.335500,1,97.5940
4.336950,2,-24.4220
4.338400,1,107.7340
4.339850,2,-18.0310
4.341300,1,117.8130
4.342750,2,-10.3440
4.344200,1,126.5780
4.345650,2,-3.5940
4.347100,1,135.2810
4.348550,2,3.5000
4.350000,1,144.4060
4.351450,2,11.0940
4.352900,1,152.5470
4.354350,2,17.9840
4.355800,1,159.7970
4.357250,2,24.7810
4.358700,1,167.5000
4.360150,2,31.6560
4.361600,1,173.9690
4.363050,2,38.6720
4.364500,1,180.2970
4.365950,2,45.5310
4.367400,1,185.4380
4.368850,2,51.7660
4.370300,1,190.6880
4.371750,2,58.4060
4.373200,1,195.1720
4.374650,2,65.1560
4.376100,1,198.7810
4.377550,2,71.4840
4.379000,1,202.8590
4.380450,2,76.5310
4.381900,1,205.0160
4.383350,2,82.1090
4.384800,1,207.4060
4.386250,2,87.4840
4.387700,1,208.1410
4.389150,2,92.4380
4.390600,1,209.2660
4.392050,2,97.4840
4.393500,1,209.0940
4.394950,2,101.7500
4.396400,1,209.1720
4.397850,2,106.2030
4.399300,1,207.8440
4.400750,2,110.2190
4.402200,1,206.3440
4.403650,2,113.5780
4.405100,1,203.9530
4.406550,2,116.4690
4.408000,1,201.0310
4.409450,2,119.9840
4.410900,1,197.6720
4.412350,2,122.0000
4.413800,1,192.9530
4.415250,2,124.3280
4.416700,1,188.2030
4.418150,2,125.9690
4.419600,1,182.7340
4.421050,2,127.1720
4.422500,1,177.4060
4.423950,2,128.2030
4.425400,1,171.1880
4.426850,2,128.3440
4.428300,1,164.5160
4.429750,2,129.2030
4.431200,1,156.4840
4.432650,2,129.0000
4.434100,1,148.9220
4.435550,2,127.9060
4.437000,1,140.6090
4.438450,2,127.8440
4.439900,1,131.8440
4.441350,2,125.7810
4.442800,1,122.7660
4.444250,2,123.8280
4.445700,1,112.9220
4.447150,2,121.8280
4.448600,1,103.1410
4.450050,2,119.6560
4.451500,1,93.3130
4.452950,2,116.2190
4.454400,1,82.9060
4.455850,2,113.1090
4.457300,1,71.5940
4.458750,2,109.5310
4.460200,1,61.1410
4.461650,2,106.1250
4.463100,1,49.6090
4.464550,2,101.8130
4.466000,1,38.8750
4.467450,2,96.6880
4.468900,1,27.2810
4.470350,2,92.7500
4.471800,1,15.6880
4.473250,2,87.0470
4.474700,1,4.3280
4.476150,2,81.6720
4.477600,1,-7.1560
4.479050,2,75.9220
4.480500,1,-18.5620
4.481950,2,70.4530
4.483400,1,-30.2340
4.484850,2,64.1720
4.486300,1,-41.3910
4.487750,2,57.5940
4.489200,1,-52.4690
4.490650,2,51.6720
4.492100,1,-63.1870
4.493550,2,44.7970
4.495000,1,-74.5000
4.496450,2,37.8590
4.497900,1,-84.7190
4.499350,2,31.7030
4.500800,1,-95.0780
4.502250,2,24.6410
4.503700,1,-105.2190
4.505150,2,17.3280
4.506600,1,-114.8280
4.508050,2,10.2970
4.509500,1,-124.3590
4.510950,2,2.8280
4.512400,1,-133.2970
4.513850,2,-3.8590
4.515300,1,-141.7500
4.516750,2,-11.2500
4.518200,1,-150.3910
4.519650,2,-18.6870
4.521100,1,-157.6720
4.522550,2,-25.3440
4.524000,1,-164.9370
4.525450,2,-32.1250
4.526900,1,-172.1090
4.528350,2,-39.1870
4.529800,1,-178.0620
4.531250,2,-45.9220
4.532700,1,-183.6090
4.534150,2,-52.4840
4.535600,1,-188.5160
4.537050,2,-58.8120
4.538500,1,-193.2660
4.539950,2,-65.2970
4.541400,1,-197.2810
4.542850,2,-70.5940
4.544300,1,-200.6720
4.545750,2,-77.2340
4.547200,1,-203.2500
4.548650,2,-82.6870
4.550100,1,-205.0000
4.551550,2,-88.7030
4.553000,1,-206.7810
4.554450,2,-93.1720
4.555900,1,-208.0470
4.557350,2,-97.6250
4.558800,1,-207.9840
4.560250,2,-102.5620
4.561700,1,-207.9370
4.563150,2,-106.4530
4.564600,1,-205.7340
4.566050,2,-110.3590
4.567500,1,-205.5620
4.568950,2,-113.8910
4.570400,1,-202.3750
4.571850,2,-117.3440
4.573300,1,-199.4840
4.574750,2,-120.5160
4.576200,1,-196.3120
4.577650,2,-122.2500
4.579100,1,-192.1560
4.580550,2,-125.2340
4.582000,1,-187.4370
4.583450,2,-126.6090
4.584900,1,-182.2500
4.586350,2,-128.1720
4.587800,1,-176.4220
4.589250,2,-129.0160
4.590700,1,-169.7500
4.592150,2,-129.7810
4.593600,1,-162.8910
4.595050,2,-129.6560
4.596500,1,-155.4530
4.597950,2,-130.0620
4.599400,1,-147.5620
4.600850,2,-129.0940
4.602300,1,-138.9840
4.603750,2,-128.2030
4.605200,1,-130.6410
4.606650,2,-126.8910
4.608100,1,-121.2970
4.609550,2,-124.9840
4.611000,1,-112.1720
4.612450,2,-122.8750
4.613900,1,-102.5000
4.615350,2,-120.3280
4.616800,1,-92.3280
4.618250,2,-117.2500
4.619700,1,-81.5470
4.621150,2,-114.4370
4.622600,1,-71.2660
4.624050,2,-110.4060
4.625500,1,-60.1410
4.626950,2,-106.7810
4.628400,1,-49.2190
4.629850,2,-102.7660
4.631300,1,-38.0310
4.632750,2,-98.0160
4.634200,1,-26.4060
4.635650,2,-93.3910
4.637100,1,-15.1250
4.638550,2,-88.4690
4.640000,1,-3.4060
4.641450,2,-83.0620
4.642900,1,8.0000
4.644350,2,-77.5000
4.645800,1,19.1250
4.647250,2,-71.6560
4.648700,1,30.5000
4.650150,2,-65.8750
4.651600,1,41.8910
4.653050,2,-58.7810
4.654500,1,53.0630
4.655950,2,-52.8280
4.657400,1,63.8910
4.658850,2,-46.3440
4.660300,1,75.1560
4.661750,2,-39.3590
4.663200,1,85.8590
4.664650,2,-32.6410
4.666100,1,95.7660
4.667550,2,-25.8910
4.669000,1,106.3440
4.670450,2,-18.9370
4.671900,1,116.2030
4.673350,2,-11.3910
4.674800,1,125.7190
4.676250,2,-4.7340
4.677700,1,134.4690
4.679150,2,2.9530
4.680600,1,142.7970
4.682050,2,9.9380
4.683500,1,151.8280
4.684950,2,17.4530
4.686400,1,158.8440
4.687850,2,23.7190
4.689300,1,166.4380
4.690750,2,30.9060
4.692200,1,172.5780
4.693650,2,37.4840
4.695100,1,179.1720
4.696550,2,44.5160
4.698000,1,184.8590
4.699450,2,51.6720
4.700900,1,190.0470
4.702350,2,57.4060
4.703800,1,194.9530
4.705250,2,63.7970
4.706700,1,198.6250
4.708150,2,70.1090
4.709600,1,202.1560
4.711050,2,76.2970
4.712500,1,204.5630
4.713950,2,81.3750
4.715400,1,206.9380
4.716850,2,87.1090
4.718300,1,208.0940
4.719750,2,91.7500
4.721200,1,209.1090
4.722650,2,96.8130
4.724100,1,209.3130
4.725550,2,101.5310
4.727000,1,209.3280
4.728450,2,105.7030
4.729900,1,208.2500
4.731350,2,109.4840
4.732800,1,206.3130
4.734250,2,113.1250
4.735700,1,204.3910
4.737150,2,116.7030
4.738600,1,201.1880
4.740050,2,119.2190
4.741500,1,197.7030
4.742950,2,121.5780
4.744400,1,194.1090
4.745850,2,124.1090
4.747300,1,189.4840
4.748750,2,125.5940
4.750200,1,183.9840
4.751650,2,127.2500
4.753100,1,178.4060
4.754550,2,128.5310
4.756000,1,171.2810
4.757450,2,128.4690
4.758900,1,165.3750
4.760350,2,129.1410
4.761800,1,157.7500
4.763250,2,128.9220
4.764700,1,150.1250
4.766150,2,128.9380
4.767600,1,142.1560
4.769050,2,127.9220
4.770500,1,133.2810
4.771950,2,126.0940
4.773400,1,123.5470
4.774850,2,124.2660
4.776300,1,114.9380
4.777750,2,122.7030
4.779200,1,104.5310
4.780650,2,118.9380
4.782100,1,94.7500
4.783550,2,117.1880
4.785000,1,84.3750
4.786450,2,114.0780
4.787900,1,73.1250
4.789350,2,110.3440
4.790800,1,62.5160
4.792250,2,106.2340
4.793700,1,51.4380
4.795150,2,102.7500
4.796600,1,40.3130
4.798050,2,98.0780
4.799500,1,28.9220
4.800950,2,93.1880
4.802400,1,16.9840
4.803850,2,88.0000
4.805300,1,6.0310
4.806750,2,82.6560
4.808200,1,-5.2500
4.809650,2,77.3590
4.811100,1,-16.9220
4.812550,2,71.0630
4.814000,1,-28.3120
4.815450,2,65.2500
4.816900,1,-39.7810
4.818350,2,58.7810
4.819800,1,-50.9370
4.821250,2,52.6560
4.822700,1,-61.9530
4.824150,2,46.0000
4.825600,1,-72.5000
4.827050,2,39.4380
4.828500,1,-83.6870
4.829950,2,32.2810
4.831400,1,-93.4530
4.832850,2,25.2190
4.834300,1,-103.5940
4.835750,2,18.3590
4.837200,1,-113.1090
4.838650,2,11.5780
4.840100,1,-122.8440
4.841550,2,3.9530
4.843000,1,-131.8440
4.844450,2,-3.1250
4.845900,1,-141.3590
4.847350,2,-10.0620
4.848800,1,-148.2500
4.850250,2,-17.1870
4.851700,1,-156.4370
4.853150,2,-24.6560
4.854600,1,-164.4840
4.856050,2,-31.0620
4.857500,1,-170.6410
4.858950,2,-38.1410
4.860400,1,-177.0000
4.861850,2,-44.3590
4.863300,1,-182.9370
4.864750,2,-51.7660
